:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
257,280,27950,5A,2017-09-26T00:00:00.000,9:00:00,BURGLARY,SOUTHWESTERN,I,39.28192,5100 HILLWELL RD,POINT (-76.70124 39.28192),,,,,-76.70124,Westgate,823,ROW/TOWNHO,1,
46,207,13991,6C,2017-07-19T00:00:00.000,22:30:00,LARCENY,NORTHEASTERN,I,39.32211,5000 SINCLAIR LN,POINT (-76.54808 39.32211),,,,,-76.54808,Frankford,443,RESTAURANT,1,
111,187,27307,6G,2017-09-29T00:00:00.000,0:00:00,LARCENY,NORTHEASTERN,I,39.33792,1600 ROUNDHILL RD,POINT (-76.59074 39.33792),,,,,-76.59074,Hillen,412,ROW/TOWNHO,1,
167,74,27950,4D,2017-09-23T00:00:00.000,6:00:00,AGG. ASSAULT,SOUTHWESTERN,I,39.28742,0 N MORLEY ST,POINT (-76.67353 39.28742),,,,,-76.67353,Saint Josephs,842,ROW/TOWNHO,1,HANDS
76,278,27950,4A,2017-09-29T00:00:00.000,18:06:00,AGG. ASSAULT,SOUTHWESTERN,O,39.29933,3900 ROKEBY RD,POINT (-76.68218 39.29933),,,,,-76.68218,Edmondson Village,844,STREET,1,FIREARM
221,25,27301,4C,2017-09-26T00:00:00.000,16:00:00,AGG. ASSAULT,WESTERN,,39.30819,1700 N FULTON AVE,POINT (-76.64643 39.30819),,,,,-76.64643,Sandtown-Winchester,742,,1,OTHER
221,25,27301,4C,2017-09-26T00:00:00.000,16:00:00,AGG. ASSAULT,WESTERN,,39.30819,1700 N FULTON AVE,POINT (-76.64643 39.30819),,,,,-76.64643,Sandtown-Winchester,742,,1,OTHER
32,178,27953,6E,2017-09-25T00:00:00.000,23:40:00,LARCENY,SOUTHERN,,39.27363,1600 RIDGELY ST,POINT (-76.63024 39.27363),,,,,-76.63024,Carroll - Camden Industri,941,,1,
68,287,27954,3AF,2017-09-28T00:00:00.000,19:10:00,ROBBERY - STREET,SOUTHEASTERN,O,39.28758,300 S REGESTER ST,POINT (-76.59245 39.28758),,,,,-76.59245,Fells Point,213,STREET,1,FIREARM
192,119,27935,6D,2016-11-13T00:00:00.000,20:00:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.2935,100 N MONTFORD AVE,POINT (-76.58342 39.2935),,,,,-76.58342,Patterson Place,221,STREET,1,
228,174,27953,4B,2017-09-09T00:00:00.000,3:14:00,AGG. ASSAULT,SOUTHERN,O,39.27555,0 S HOWARD ST,POINT (-76.62145 39.27555),,,,,-76.62145,Carroll - Camden Industri,941,STREET,1,KNIFE
275,194,26956,7A,2017-09-22T00:00:00.000,11:00:00,AUTO THEFT,NORTHEASTERN,I,39.31742,2300 BELAIR RD,POINT (-76.57846 39.31742),,,,,-76.57846,Belair-Edison,434,CAR  REPAI,1,
78,124,13987,3CF,2017-09-28T00:00:00.000,21:20:00,ROBBERY - COMMERCIAL,SOUTHEASTERN,I,39.29809,3100 MCELDERRY ST,POINT (-76.57275 39.29809),,,,,-76.57275,Ellwood Park/Monument,224,GROCERY/CO,1,FIREARM
151,97,13645,5D,2017-09-30T00:00:00.000,20:24:00,BURGLARY,CENTRAL,I,39.30499,1300 N CHARLES ST,POINT (-76.61612 39.30499),,,,,-76.61612,Mid-Town Belvedere,141,RETAIL/SMA,1,
102,20,14006,5D,2017-09-11T00:00:00.000,14:30:00,BURGLARY,NORTHERN,O,39.3316,3600 FALLS RD,POINT (-76.63517 39.3316),,,,,-76.63517,Hampden,531,BUS.  STOR,1,
23,155,26956,4E,2017-09-25T00:00:00.000,20:10:00,COMMON ASSAULT,EASTERN,I,39.31073,1700 E LAFAYETTE AVE,POINT (-76.59388 39.31073),,,,,-76.59388,Broadway East,331,ROW/TOWNHO,1,HANDS
23,155,26956,4E,2017-09-25T00:00:00.000,20:10:00,COMMON ASSAULT,EASTERN,I,39.31073,1700 E LAFAYETTE AVE,POINT (-76.59388 39.31073),,,,,-76.59388,Broadway East,331,ROW/TOWNHO,1,HANDS
129,40,27295,4B,2017-09-30T00:00:00.000,1:15:00,AGG. ASSAULT,NORTHWESTERN,,39.31874,2700 REISTERSTOWN RD,POINT (-76.65284 39.31874),,,,,-76.65284,Liberty Square,611,,1,KNIFE
275,196,26956,7A,2017-09-25T00:00:00.000,23:30:00,AUTO THEFT,NORTHEASTERN,O,39.31536,3900 Sinclair Ln,POINT (-76.55927 39.31536),,,,,-76.55927,Belair-Edison,432,STREET,1,
209,12,14006,4A,2017-09-26T00:00:00.000,22:32:00,AGG. ASSAULT,NORTHERN,,39.31884,2600 HAMPDEN AVE,POINT (-76.62291 39.31884),,,,,-76.62291,Remington,511,,1,FIREARM
209,12,14006,4A,2017-09-26T00:00:00.000,22:32:00,AGG. ASSAULT,NORTHERN,,39.31884,2600 HAMPDEN AVE,POINT (-76.62291 39.31884),,,,,-76.62291,Remington,511,,1,FIREARM
65,5,13642,6C,2017-09-24T00:00:00.000,0:45:00,LARCENY,CENTRAL,I,39.29164,100 W LEXINGTON ST,POINT (-76.61729 39.29164),,,,,-76.61729,Downtown,111,CONVENIENC,1,
221,36,27301,4A,2017-09-12T00:00:00.000,0:02:00,AGG. ASSAULT,WESTERN,O,39.30678,1600 BAKER ST,POINT (-76.64347 39.30678),,,,,-76.64347,Sandtown-Winchester,742,STREET,1,FIREARM
50,257,14009,5D,2017-09-30T00:00:00.000,3:39:00,BURGLARY,NORTHERN,,39.36419,500 E BELVEDERE AVE,POINT (-76.6093 39.36419),,,,,-76.6093,Chinquapin Park,523,,1,
173,220,28564,6G,2017-09-26T00:00:00.000,8:22:00,LARCENY,NORTHEASTERN,I,39.34506,1100 E Cold Spring Ln,POINT (-76.59863 39.34506),,,,,-76.59863,New Northwood,413,RETAIL/SMA,1,
118,61,13995,9S,2016-12-27T00:00:00.000,1114,SHOOTING,NORTHWESTERN,Outside,39.33379,3700 WOODBINE AV,POINT (-76.69615 39.33379),,,,,-76.69615,Howard Park,622,Street,1,FIREARM
180,100,26956,4E,2017-08-25T00:00:00.000,12:45:00,COMMON ASSAULT,EASTERN,I,39.30422,1500 E BIDDLE ST,POINT (-76.59708 39.30422),,,,,-76.59708,Oliver,343,ROW/TOWNHO,1,HANDS
225,78,27632,4E,2017-09-26T00:00:00.000,14:05:00,COMMON ASSAULT,SOUTHWESTERN,,39.2888,2600 W FAYETTE ST,POINT (-76.65914 39.2888),,,,,-76.65914,Shipley Hill,842,,1,HANDS
78,128,13987,4E,2017-09-27T00:00:00.000,0:10:00,COMMON ASSAULT,SOUTHEASTERN,I,39.29734,500 N CLINTON ST,POINT (-76.57063 39.29734),,,,,-76.57063,Ellwood Park/Monument,224,ROW/TOWNHO,1,HANDS
246,44,27297,4B,2017-09-25T00:00:00.000,13:19:00,AGG. ASSAULT,SOUTHWESTERN,O,39.31001,AV & BLOOMINGDALE RD,POINT (-76.67201 39.31001),,,,,-76.67201,Walbrook,811,STREET,1,KNIFE
127,217,14009,4E,2017-09-20T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHERN,I,39.34906,1100 WINSTON AVE,POINT (-76.60014 39.34906),,,,,-76.60014,Kenilworth Park,524,SCHOOL,1,HANDS
195,22,27301,4C,2017-09-24T00:00:00.000,2:10:00,AGG. ASSAULT,WESTERN,,39.30896,600 CUMBERLAND ST,POINT (-76.64218 39.30896),,,,,-76.64218,Penn North,733,,1,OTHER
46,204,13991,7A,2017-09-23T00:00:00.000,18:00:00,AUTO THEFT,NORTHEASTERN,I,39.32986,4200 SEIDEL AVE,POINT (-76.5631 39.32986),,,,,-76.5631,Frankford,443,GARAGE ON,1,
115,242,27295,4E,2017-06-13T00:00:00.000,6:39:00,COMMON ASSAULT,NORTHERN,,39.35453,2400 W BELVEDERE AVE,POINT (-76.66234 39.35453),,,,,-76.66234,Levindale,532,,1,HANDS
64,228,28564,4E,2017-09-22T00:00:00.000,23:53:00,COMMON ASSAULT,NORTHEASTERN,,39.35534,2000 SWANSEA RD,POINT (-76.57886 39.35534),,,,,-76.57886,Loch Raven,415,,1,HANDS
181,140,27935,4E,2017-09-26T00:00:00.000,21:11:00,COMMON ASSAULT,EASTERN,I,39.29634,3600 PULASKI HWY,POINT (-76.56761 39.29634),,,,,-76.56761,Orangeville,333,HOTEL/MOTE,1,HANDS
31,139,27935,3AF,2017-07-10T00:00:00.000,1:08:00,ROBBERY - STREET,SOUTHEASTERN,,39.28079,4200 ODONNELL ST,POINT (-76.56095 39.28079),,,,,-76.56095,Canton Industrial Area,242,,1,FIREARM
152,126,13987,6E,2017-04-03T00:00:00.000,8:00:00,LARCENY,EASTERN,O,39.30197,1800 Eager St,POINT (-76.59232 39.30197),,,,,-76.59232,Middle East,322,STREET,1,
102,73,14006,6J,2017-09-27T00:00:00.000,10:00:00,LARCENY,NORTHERN,I,39.33111,900 W 36TH ST,POINT (-76.63161 39.33111),,,,,-76.63161,Hampden,531,BANK/FINAN,1,
79,46,27297,5A,2017-09-25T00:00:00.000,9:04:00,BURGLARY,NORTHWESTERN,I,39.32337,3300 N HILTON ST,POINT (-76.67189 39.32337),,,,,-76.67189,Forest Park,642,ROW/TOWNHO,1,
210,17,27301,3AO,2017-09-16T00:00:00.000,0:50:00,ROBBERY - STREET,CENTRAL,O,39.31249,2300 EUTAW PL,POINT (-76.63593 39.31249),,,,,-76.63593,Reservoir Hill,133,STREET,1,OTHER
53,198,26956,4F,2016-11-01T00:00:00.000,14:00:00,ASSAULT BY THREAT,NORTHEASTERN,I,39.31884,2800 SAINT LO DR,POINT (-76.58713 39.31884),,,,,-76.58713,Clifton Park,431,SCHOOL,1,
240,117,27954,4B,2017-09-28T00:00:00.000,3:45:00,AGG. ASSAULT,SOUTHEASTERN,I,39.28955,2200 W PRATT ST,POINT (-76.58499 39.28955),,,,,-76.58499,Upper Fells Point,212,ROW/TOWNHO,1,KNIFE
127,217,14009,5B,2017-09-27T00:00:00.000,9:00:00,BURGLARY,NORTHERN,I,39.34643,4500 SAINT GEORGES AVE,POINT (-76.60247 39.34643),,,,,-76.60247,Kenilworth Park,524,OTHER/RESI,1,
27,120,27954,3B,2017-09-25T00:00:00.000,17:20:00,ROBBERY - STREET,SOUTHEASTERN,O,39.29353,2200 LAMLEY ST,POINT (-76.58539 39.29353),,,,,-76.58539,Butcher's Hill,212,OTHER - OU,1,
102,20,14006,4E,2017-09-25T00:00:00.000,10:45:00,COMMON ASSAULT,NORTHERN,,39.3306,1300 W 36TH ST,POINT (-76.6365 39.3306),,,,,-76.6365,Hampden,531,,1,HANDS
253,58,27297,7A,2017-09-18T00:00:00.000,20:00:00,AUTO THEFT,NORTHWESTERN,O,39.3189,4500 FAIRFAX RD,POINT (-76.6908 39.3189),,,,,-76.6908,West Forest Park,641,STREET,1,
6,145,13987,7A,2017-03-16T00:00:00.000,22:00:00,AUTO THEFT,NORTHEASTERN,O,39.30966,5000 E Federal St,POINT (-76.55813 39.30966),,,,,-76.55813,Armistead Gardens,433,STREET,1,
275,285,26956,4E,2017-03-17T00:00:00.000,0:48:00,COMMON ASSAULT,NORTHEASTERN,I,39.32291,2800 MAYFIELD AVE,POINT (-76.5738 39.32291),,,,,-76.5738,Belair-Edison,432,ROW/TOWNHO,1,HANDS
168,273,14001,5B,2017-09-22T00:00:00.000,18:45:00,BURGLARY,NORTHERN,,39.36065,5600 WEXFORD RD,POINT (-76.66125 39.36065),,,,,-76.66125,Mount Washington,533,,1,
94,135,27935,5F,2017-09-22T00:00:00.000,16:00:00,BURGLARY,SOUTHEASTERN,I,39.28159,6300 O''DONNELL ST,POINT (-76.54016 39.28159),,,,,-76.54016,Graceland Park,243,SCHOOL,1,
21,103,27301,5A,2017-09-30T00:00:00.000,18:48:00,BURGLARY,CENTRAL,I,39.30718,100 W LAFAYETTE AVE,POINT (-76.62366 39.30718),,,,,-76.62366,Bolton Hill,132,APT/CONDO,1,
124,104,13645,4E,2017-09-29T00:00:00.000,23:15:00,COMMON ASSAULT,EASTERN,,39.30423,800 SHOWELL CT,POINT (-76.60591 39.30423),,,,,-76.60591,Johnston Square,311,,1,HANDS
61,37,27939,4E,2017-09-29T00:00:00.000,4:45:00,COMMON ASSAULT,SOUTHERN,,39.22528,1600 FILBERT ST,POINT (-76.58781 39.22528),,,,,-76.58781,Curtis Bay,911,,1,HANDS
61,38,27939,6D,2017-09-26T00:00:00.000,9:30:00,LARCENY FROM AUTO,SOUTHERN,O,39.22344,4700 PRUDENCE ST,POINT (-76.59146 39.22344),,,,,-76.59146,Curtis Bay,911,PARKING LO,1,
221,22,27301,6B,2017-09-20T00:00:00.000,13:00:00,LARCENY,WESTERN,O,39.30775,1600 N CAREY ST,POINT (-76.64149 39.30775),,,,,-76.64149,Sandtown-Winchester,742,STREET,1,
246,43,27297,4A,2017-09-25T00:00:00.000,20:18:00,AGG. ASSAULT,SOUTHWESTERN,I,39.30977,1900 N LONGWOOD ST,POINT (-76.66763 39.30977),,,,,-76.66763,Walbrook,811,ROW/TOWNHO,1,FIREARM
180,155,26956,5A,2017-09-24T00:00:00.000,9:50:00,BURGLARY,EASTERN,I,39.31081,1800 N BOND ST,POINT (-76.59701 39.31081),,,,,-76.59701,Oliver,343,ROW/TOWNHO,1,
192,122,27935,6D,2017-09-26T00:00:00.000,19:00:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.29493,200 N MONTFORD AVE,POINT (-76.58343 39.29493),,,,,-76.58343,Patterson Place,221,PARKING LO,1,
8,129,27935,6E,2017-09-24T00:00:00.000,15:00:00,LARCENY,SOUTHEASTERN,O,39.29496,3500 E FAYETTE ST,POINT (-76.56839 39.29496),,,,,-76.56839,Baltimore Highlands,223,STREET,1,
121,3,13645,3D,2017-09-27T00:00:00.000,17:00:00,ROBBERY - COMMERCIAL,CENTRAL,I,39.28657,CALVERT ST & E PRATT ST,POINT (-76.61214 39.28657),,,,,-76.61214,Inner Harbor,112,RETAIL/SMA,1,
251,182,27307,7A,2017-09-26T00:00:00.000,18:15:00,AUTO THEFT,NORTHERN,O,39.32852,500 E 33RD ST,POINT (-76.60929 39.32852),,,,,-76.60929,Waverly,543,STREET,1,
68,111,27954,6J,2017-09-30T00:00:00.000,10:20:00,LARCENY,SOUTHEASTERN,O,39.2876,1600 GOUGH ST,POINT (-76.59457 39.2876),,,,,-76.59457,Fells Point,213,STREET,1,
117,138,27935,7A,2017-09-29T00:00:00.000,15:30:00,AUTO THEFT,SOUTHEASTERN,O,39.28735,5200 EASTERN AVE,POINT (-76.55188 39.28735),,,,,-76.55188,Hopkins Bayview,241,STREET,1,
89,246,27295,7A,2017-09-20T00:00:00.000,7:30:00,AUTO THEFT,NORTHWESTERN,,39.35257,5600 PARK HEIGHTS AVE,POINT (-76.68475 39.35257),,,,,-76.68475,Glen,632,,1,
186,42,27297,4E,2017-09-30T00:00:00.000,13:00:00,COMMON ASSAULT,WESTERN,I,39.3134,2800 ELGIN AVE,POINT (-76.66534 39.3134),,,,,-76.66534,Panway/Braddish Avenue,731,ROW/TOWNHO,1,HANDS
73,156,27307,5D,2017-09-25T00:00:00.000,16:16:00,BURGLARY,EASTERN,I,39.31395,2100 AIKEN ST,POINT (-76.6006 39.31395),,,,,-76.6006,East Baltimore Midway,342,OTHER - IN,1,
93,264,13991,4C,2017-04-17T00:00:00.000,10:25:00,AGG. ASSAULT,NORTHEASTERN,O,39.35322,6000 MOYER AVE,POINT (-76.54595 39.35322),,,,,-76.54595,Glenham-Belhar,425,YARD,1,OTHER
93,264,13991,4C,2017-04-17T00:00:00.000,10:25:00,AGG. ASSAULT,NORTHEASTERN,O,39.35322,6000 MOYER AVE,POINT (-76.54595 39.35322),,,,,-76.54595,Glenham-Belhar,425,YARD,1,OTHER
276,194,26956,5D,2017-09-26T00:00:00.000,7:00:00,BURGLARY,NORTHEASTERN,I,39.31527,3200 RAVENWOOD AVE,POINT (-76.57824 39.31527),,,,,-76.57824,Four By Four,434,ROW/TOWNHO,1,
11,168,27953,7A,2017-09-26T00:00:00.000,9:00:00,AUTO THEFT,SOUTHERN,O,39.28426,1000 W BARRE ST,POINT (-76.62764 39.28426),,,,,-76.62764,Barre Circle,931,STREET,1,
73,157,27307,6E,2017-09-28T00:00:00.000,6:05:00,LARCENY,EASTERN,O,39.31796,600 SAINT ANNS AVE,POINT (-76.60645 39.31796),,,,,-76.60645,East Baltimore Midway,342,STREET,1,
49,275,14001,5A,2017-09-26T00:00:00.000,9:00:00,BURGLARY,NORTHWESTERN,,39.36574,6400 WESTERN RUN DR,POINT (-76.69079 39.36574),,,,,-76.69079,Cheswolde,632,,1,
222,173,27953,6F,2017-09-16T00:00:00.000,10:00:00,LARCENY,SOUTHERN,I,39.27127,1600 OLIVE ST,POINT (-76.61463 39.27127),,,,,-76.61463,South Baltimore,942,ROW/TOWNHO,1,
222,173,27953,4C,2017-04-17T00:00:00.000,12:00:00,AGG. ASSAULT,SOUTHERN,O,39.27152,1600 MARSHALL ST,POINT (-76.61249 39.27152),,,,,-76.61249,South Baltimore,942,STREET,1,OTHER
57,109,13645,3AF,2017-07-17T00:00:00.000,15:00:00,ROBBERY - STREET,SOUTHEASTERN,O,39.28508,500 S EXETER ST,POINT (-76.60032 39.28508),,,,,-76.60032,Little Italy,211,STREET,1,FIREARM
157,39,27301,6G,2017-09-25T00:00:00.000,9:00:00,LARCENY,WESTERN,I,39.31134,2000 N FULTON AVE,POINT (-76.64662 39.31134),,,,,-76.64662,Mondawmin,731,ROW/TOWNHO,1,
208,60,27295,6D,2017-09-25T00:00:00.000,14:00:00,LARCENY FROM AUTO,NORTHWESTERN,O,39.35633,6500 REISTERSTOWN RD,POINT (-76.70278 39.35633),,,,,-76.70278,Reisterstown Station,631,STREET,1,
242,101,27301,5A,2017-08-20T00:00:00.000,12:00:00,BURGLARY,CENTRAL,I,39.30296,500 MOSHER ST,POINT (-76.63127 39.30296),,,,,-76.63127,Upton,123,ROW/TOWNHO,1,
275,112,26956,6C,2017-09-29T00:00:00.000,18:50:00,LARCENY,NORTHEASTERN,I,39.32281,3400 BELAIR RD,POINT (-76.57201 39.32281),,,,,-76.57201,Belair-Edison,432,RETAIL/SMA,1,
276,194,26956,6E,2017-09-28T00:00:00.000,18:00:00,LARCENY,NORTHEASTERN,O,39.31536,2000 ST CLOUD AV,POINT (-76.57721 39.31536),,,,,-76.57721,Four By Four,434,STREET,1,
64,259,28564,4B,2017-09-27T00:00:00.000,8:40:00,AGG. ASSAULT,NORTHEASTERN,I,39.36025,1700 SHERWOOD AVE,POINT (-76.58118 39.36025),,,,,-76.58118,Loch Raven,415,ROW/TOWNHO,1,KNIFE
122,74,27950,4E,2017-08-10T00:00:00.000,21:00:00,COMMON ASSAULT,SOUTHWESTERN,I,39.28172,4200 FREDERICK AVE,POINT (-76.68474 39.28172),,,,,-76.68474,Irvington,843,ROW/TOWNHO,1,HANDS
136,222,27291,7A,2017-09-25T00:00:00.000,14:40:00,AUTO THEFT,NORTHEASTERN,O,39.3429,AV & GRINDON AV,POINT (-76.57256 39.3429),,,,,-76.57256,Lauraville,421,STREET,1,
46,204,13991,4E,2017-09-26T00:00:00.000,10:20:00,COMMON ASSAULT,NORTHEASTERN,I,39.3274,4600 MORAVIA RD,POINT (-76.55457 39.3274),,,,,-76.55457,Frankford,443,ROW/TOWNHO,1,HANDS
105,260,27291,7A,2017-09-24T00:00:00.000,9:00:00,AUTO THEFT,NORTHEASTERN,,39.35476,5500 ELSRODE AVE,POINT (-76.56324 39.35476),,,,,-76.56324,Hamilton Hills,423,,1,
133,270,14009,4E,2017-09-26T00:00:00.000,12:03:00,COMMON ASSAULT,NORTHERN,I,39.36789,6100 PARKWAY DR,POINT (-76.60259 39.36789),,,,,-76.60259,Lake Walker,522,ROW/TOWNHO,1,HANDS
47,149,27953,6J,2017-08-26T00:00:00.000,0:01:00,LARCENY,SOUTHERN,I,39.25572,2500 ERICK ST,POINT (-76.63093 39.25572),,,,,-76.63093,Cherry Hill,922,OTHER - IN,1,
65,6,13645,4C,2016-11-17T00:00:00.000,1:09:00,AGG. ASSAULT,CENTRAL,O,39.28976,400 E BALTIMORE ST,POINT (-76.61015 39.28976),,,,,-76.61015,Downtown,111,STREET,1,OTHER
225,78,27632,6E,2017-09-19T00:00:00.000,19:00:00,LARCENY,SOUTHWESTERN,O,39.28326,2600 HAFER ST,POINT (-76.65783 39.28326),,,,,-76.65783,Shipley Hill,842,STREET,1,
131,140,27935,8BO,2017-08-02T00:00:00.000,3:29:00,ARSON,SOUTHEASTERN,I,39.29161,4200 E LOMBARD ST,POINT (-76.5615 39.29161),,,,,-76.5615,Kresson,242,ROW/TOWNHO,1,
128,205,14009,6F,2017-09-28T00:00:00.000,16:30:00,LARCENY,NORTHERN,O,39.34644,4700 YORK RD,POINT (-76.60964 39.34644),,,,,-76.60964,Kernewood,521,STREET,1,
19,152,26956,2A,2017-07-31T00:00:00.000,10:57:38,RAPE,EASTERN,,39.3038,2700 E CHASE ST,POINT (-76.57918 39.3038),,,,,-76.57918,Biddle Street,323,,1,OTHER
65,6,13645,6D,2017-09-30T00:00:00.000,23:00:00,LARCENY FROM AUTO,CENTRAL,,39.29061,600 E FAYETTE ST,POINT (-76.6077 39.29061),,,,,-76.6077,Downtown,111,,1,
78,128,27935,5A,2017-09-17T00:00:00.000,15:34:00,BURGLARY,SOUTHEASTERN,I,39.29649,400 N EAST AVE,POINT (-76.57213 39.29649),,,,,-76.57213,Ellwood Park/Monument,224,ROW/TOWNHO,1,
217,264,13991,6D,2017-09-25T00:00:00.000,11:05:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.35931,3500 E NORTHERN PKWY,POINT (-76.54108 39.35931),,,,,-76.54108,Rosemont East,425,PARKING LO,1,
237,28,27307,6D,2017-09-27T00:00:00.000,22:50:00,LARCENY FROM AUTO,NORTHERN,O,39.33645,3900 CLOVERHILL RD,POINT (-76.61982 39.33645),,,,,-76.61982,Tuscany-Canterbury,541,STREET,1,
73,157,27307,5B,2017-09-25T00:00:00.000,5:30:00,BURGLARY,EASTERN,I,39.31454,700 E 22ND ST,POINT (-76.60843 39.31454),,,,,-76.60843,East Baltimore Midway,342,ROW/TOWNHO,1,
50,257,14009,4E,2017-09-26T00:00:00.000,15:15:00,COMMON ASSAULT,NORTHERN,I,39.36181,900 EVESHAM AVE,POINT (-76.60149 39.36181),,,,,-76.60149,Chinquapin Park,523,ROW/TOWNHO,1,HANDS
241,3,13642,4C,2017-09-30T00:00:00.000,2:34:00,AGG. ASSAULT,CENTRAL,O,39.28424,100 W CONWAY ST,POINT (-76.61634 39.28424),,,,,-76.61634,Downtown West,113,STREET,1,OTHER
84,10,27632,6G,2016-11-17T00:00:00.000,7:50:00,LARCENY,WESTERN,I,39.29071,1600 LEXINGTON ST,POINT (-76.64341 39.29071),,,,,-76.64341,Franklin Square,711,ROW/TOWNHO,1,
190,19,27301,4E,2017-09-26T00:00:00.000,18:39:00,COMMON ASSAULT,WESTERN,O,39.31507,2700 AUCHENTOROLY TER,POINT (-76.64435 39.31507),,,,,-76.64435,Parkview/Woodbrook,732,STREET,1,HANDS
190,19,27301,4E,2017-09-26T00:00:00.000,18:39:00,COMMON ASSAULT,WESTERN,O,39.31507,2700 AUCHENTOROLY TER,POINT (-76.64435 39.31507),,,,,-76.64435,Parkview/Woodbrook,732,STREET,1,HANDS
190,19,27301,4E,2017-09-26T00:00:00.000,18:39:00,COMMON ASSAULT,WESTERN,O,39.31507,2700 AUCHENTOROLY TER,POINT (-76.64435 39.31507),,,,,-76.64435,Parkview/Woodbrook,732,STREET,1,HANDS
110,110,13645,6D,2017-04-19T00:00:00.000,12:00:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28975,800 PLOWMAN ST,POINT (-76.60472 39.28975),,,,,-76.60472,Jonestown,211,STREET,1,
54,189,27307,5A,2017-09-24T00:00:00.000,0:00:00,BURGLARY,NORTHEASTERN,I,39.32271,1600 ABBOTSTON ST,POINT (-76.59423 39.32271),,,,,-76.59423,Coldstream Homestead Mont,411,ROW/TOWNHO,1,
146,191,27307,6C,2017-09-28T00:00:00.000,10:54:00,LARCENY,NORTHEASTERN,I,39.33006,3500 HARFORD RD,POINT (-76.58132 39.33006),,,,,-76.58132,Mayfield,431,CONVENIENC,1,
262,23,14006,7A,2017-04-10T00:00:00.000,12:50:00,AUTO THEFT,NORTHERN,,39.33192,2000 CLIPPER PARK RD,POINT (-76.64438 39.33192),,,,,-76.64438,Woodberry,533,,1,
8,129,27935,5A,2017-08-10T00:00:00.000,7:00:00,BURGLARY,SOUTHEASTERN,I,39.29248,3400 E BALTIMORE ST,POINT (-76.56896 39.29248),,,,,-76.56896,Baltimore Highlands,223,ROW/TOWNHO,1,
122,51,27950,4E,2017-09-23T00:00:00.000,1:23:00,COMMON ASSAULT,SOUTHWESTERN,I,39.28304,200 DIENER PL,POINT (-76.68761 39.28304),,,,,-76.68761,Irvington,843,ROW/TOWNHO,1,HANDS
61,38,27937,4E,2017-09-19T00:00:00.000,19:00:00,COMMON ASSAULT,SOUTHERN,I,39.23286,1200 CAMBRIA ST,POINT (-76.59326 39.23286),,,,,-76.59326,Curtis Bay,911,SCHOOL,1,HANDS
124,107,13645,3P,2017-09-22T00:00:00.000,12:30:00,ROBBERY - STREET,EASTERN,I,39.30298,1100 VALLEY ST,POINT (-76.60495 39.30298),,,,,-76.60495,Johnston Square,311,ROW/TOWNHO,1,
210,16,27301,6D,2017-09-26T00:00:00.000,15:00:00,LARCENY FROM AUTO,CENTRAL,,39.31203,2100 BOLTON ST,POINT (-76.63001 39.31203),,,,,-76.63001,Reservoir Hill,133,,1,
210,16,27301,6D,2017-09-26T00:00:00.000,15:00:00,LARCENY FROM AUTO,CENTRAL,,39.31203,2100 BOLTON ST,POINT (-76.63001 39.31203),,,,,-76.63001,Reservoir Hill,133,,1,
109,129,27935,4E,2017-09-29T00:00:00.000,18:40:00,COMMON ASSAULT,SOUTHEASTERN,O,39.28661,3500 EASTERN AVE,POINT (-76.56807 39.28661),,,,,-76.56807,Highlandtown,231,ALLEY,1,HANDS
244,166,27944,6G,2017-09-07T00:00:00.000,0:00:00,LARCENY,SOUTHWESTERN,I,39.26674,1200 PINE HEIGHTS AVE,POINT (-76.67342 39.26674),,,,,-76.67342,Violetville,832,ROW/TOWNHO,1,
218,84,27632,4E,2016-11-17T00:00:00.000,10:30:00,COMMON ASSAULT,WESTERN,O,39.2948,2400 EDMONDSON AVE,POINT (-76.65509 39.2948),,,,,-76.65509,Rosemont Homeowners/Tenan,721,STREET,1,HANDS
28,69,27295,6D,2017-09-28T00:00:00.000,7:40:00,LARCENY FROM AUTO,NORTHWESTERN,O,39.33234,3700 YOSEMITE AVE,POINT (-76.67674 39.33234),,,,,-76.67674,Callaway-Garrison,642,STREET,1,
124,105,13645,4E,2017-09-26T00:00:00.000,17:00:00,COMMON ASSAULT,EASTERN,I,39.30124,400 E EAGER ST,POINT (-76.61067 39.30124),,,,,-76.61067,Johnston Square,311,SHOPPING M,1,HANDS
84,10,27632,4B,2017-07-01T00:00:00.000,0:01:00,AGG. ASSAULT,WESTERN,I,39.28855,0 N BRUCE ST,POINT (-76.64448 39.28855),,,,,-76.64448,Franklin Square,711,ROW/TOWNHO,1,KNIFE
249,113,27954,3AK,2017-09-26T00:00:00.000,23:47:00,ROBBERY - STREET,SOUTHEASTERN,O,39.29166,WOLFE ST & E BALTIMORE ST,POINT (-76.59045 39.29166),,,,,-76.59045,Washington Hill,212,STREET,1,KNIFE
