:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
150,257,14009,7A,2017-09-26T00:00:00.000,1:00:00,AUTO THEFT,NORTHERN,O,39.35978,800 BENNINGHAUS RD,POINT (-76.6035 39.35978),,,,,-76.6035,Mid-Govans,523,STREET,1,
46,210,13991,6G,2014-05-20T00:00:00.000,0:00:00,LARCENY,NORTHEASTERN,I,39.33901,4800 BURLAND AVE,POINT (-76.53402 39.33901),,,,,-76.53402,Frankford,444,ROW/TOWNHO,1,
234,217,14009,1F,2014-08-03T00:00:00.000,2349,HOMICIDE,NORTHERN,Outside,39.35466,500 SHERIDAN AV,POINT (-76.60964 39.35466),,,,,-76.60964,Woodbourne-McCabe,524,Public Are,1,FIREARM
8,140,27935,4B,2017-09-17T00:00:00.000,18:51:00,AGG. ASSAULT,SOUTHEASTERN,I,39.29078,100 S CONKLING ST,POINT (-76.56739 39.29078),,,,,-76.56739,Baltimore Highlands,223,ROW/TOWNHO,1,KNIFE
238,5,13642,6D,2017-09-25T00:00:00.000,19:17:00,LARCENY FROM AUTO,CENTRAL,O,39.28829,0 S GREENE ST,POINT (-76.62367 39.28829),,,,,-76.62367,University Of Maryland,121,STREET,1,
65,6,13645,3H,2017-09-26T00:00:00.000,3:50:00,ROBBERY - COMMERCIAL,CENTRAL,I,39.28832,0 MARKET PL,POINT (-76.60672 39.28832),,,,,-76.60672,Downtown,111,CONVENIENC,1,
34,65,27295,5C,2017-09-29T00:00:00.000,7:50:00,BURGLARY,NORTHWESTERN,I,39.33606,3800 OAKFORD AVE,POINT (-76.67972 39.33606),,,,,-76.67972,Dolfield,642,APT/CONDO,1,
156,206,13991,5A,2017-09-29T00:00:00.000,7:25:00,BURGLARY,NORTHEASTERN,I,39.3377,4700 EUGENE AVE,POINT (-76.56212 39.3377),,,,,-76.56212,Moravia-Walther,426,ROW/TOWNHO,1,
109,140,27935,6C,2017-09-27T00:00:00.000,14:18:00,LARCENY,SOUTHEASTERN,I,39.28681,4000 EASTERN AVE,POINT (-76.56308 39.28681),,,,,-76.56308,Highlandtown,231,RETAIL/SMA,1,
30,114,27935,6D,2017-09-28T00:00:00.000,13:15:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.2851,600 S EAST AVE,POINT (-76.57148 39.2851),,,,,-76.57148,Canton,232,STREET,1,
47,149,27937,4A,2017-09-29T00:00:00.000,2:00:00,AGG. ASSAULT,SOUTHERN,O,39.2425,3400 SPELMAN RD,POINT (-76.62493 39.2425),,,,,-76.62493,Cherry Hill,922,STREET,1,FIREARM
53,198,26956,4E,2017-09-26T00:00:00.000,20:00:00,COMMON ASSAULT,NORTHEASTERN,I,39.31884,2800 SAINT LO DR,POINT (-76.58713 39.31884),,,,,-76.58713,Clifton Park,431,SCHOOL,1,HANDS
238,5,13642,3AK,2017-09-14T00:00:00.000,22:30:00,ROBBERY - STREET,CENTRAL,O,39.2892,600 W BALTIMORE ST,POINT (-76.62441 39.2892),,,,,-76.62441,University Of Maryland,121,STREET,1,KNIFE
65,5,13642,6G,2017-09-15T00:00:00.000,11:45:00,LARCENY,CENTRAL,I,39.29397,200 W MULBERRY ST,POINT (-76.61864 39.29397),,,,,-76.61864,Downtown,111,APT/CONDO,1,
2,75,27950,4E,2017-09-30T00:00:00.000,4:06:00,COMMON ASSAULT,SOUTHWESTERN,O,39.29186,400 N LOUDON AVE,POINT (-76.68253 39.29186),,,,,-76.68253,Allendale,843,STREET,1,HANDS
273,217,14009,3CK,2017-09-22T00:00:00.000,20:10:00,ROBBERY - COMMERCIAL,NORTHERN,O,39.35207,5200 YORK RD,POINT (-76.6098 39.35207),,,,,-76.6098,York-Homeland,521,STREET,1,KNIFE
251,183,27307,6D,2017-09-21T00:00:00.000,4:30:00,LARCENY FROM AUTO,NORTHERN,,39.33536,500 E 38TH ST,POINT (-76.6088 39.33536),,,,,-76.6088,Waverly,543,,1,
46,200,13991,3AF,2017-09-27T00:00:00.000,7:45:00,ROBBERY - STREET,NORTHEASTERN,O,39.31814,5700 EASTBURY AVE,POINT (-76.54846 39.31814),,,,,-76.54846,Frankford,443,STREET,1,FIREARM
107,89,13642,4E,2017-09-29T00:00:00.000,1:46:00,COMMON ASSAULT,CENTRAL,I,39.29807,1000 PENNSYLVANIA AVE,POINT (-76.62795 39.29807),,,,,-76.62795,Heritage Crossing,121,ROW/TOWNHO,1,HANDS
9,129,27935,4B,2017-09-29T00:00:00.000,22:00:00,AGG. ASSAULT,SOUTHEASTERN,O,39.29243,3200 E BALTIMORE ST,POINT (-76.5716 39.29243),,,,,-76.5716,Patterson Park Neighborho,222,STREET,1,KNIFE
121,6,13645,6D,2017-09-27T00:00:00.000,16:00:00,LARCENY FROM AUTO,CENTRAL,O,39.28782,LOMBARD ST & COMMERCE ST,POINT (-76.61009 39.28782),,,,,-76.61009,Inner Harbor,111,STREET,1,
114,7,13642,3B,2017-09-30T00:00:00.000,22:30:00,ROBBERY - STREET,SOUTHERN,I,39.28686,800 W LOMBARD ST,POINT (-76.63118 39.28686),,,,,-76.63118,Hollins Market,931,ROW/TOWNHO,1,
54,159,27307,8AO,2017-09-25T00:00:00.000,6:45:00,ARSON,NORTHEASTERN,I,39.3217,2600 KENNEDY AVE,POINT (-76.59577 39.3217),,,,,-76.59577,Coldstream Homestead Mont,411,OTHER/RESI,1,
30,114,27935,4E,2017-08-09T00:00:00.000,1:30:00,COMMON ASSAULT,SOUTHEASTERN,,39.28585,500 S POTOMAC ST,POINT (-76.57431 39.28585),,,,,-76.57431,Canton,232,,1,HANDS
67,175,27953,6D,2017-09-23T00:00:00.000,21:00:00,LARCENY FROM AUTO,SOUTHERN,O,39.27592,0 EAST WEST ST,POINT (-76.61273 39.27592),,,,,-76.61273,Federal Hill,942,DRIVEWAY,1,
78,124,13987,5C,2017-09-22T00:00:00.000,13:00:00,BURGLARY,SOUTHEASTERN,I,39.29841,600 N DECKER AVE,POINT (-76.57443 39.29841),,,,,-76.57443,Ellwood Park/Monument,224,ROW/TOWNHO,1,
84,10,27632,4E,2015-09-15T00:00:00.000,17:00:00,COMMON ASSAULT,WESTERN,I,39.29222,1400 W SARATOGA ST,POINT (-76.64033 39.29222),,,,,-76.64033,Franklin Square,711,ROW/TOWNHO,1,HANDS
198,111,27954,4E,2017-09-26T00:00:00.000,17:16:00,COMMON ASSAULT,SOUTHEASTERN,O,39.28809,200 BALLOU CT,POINT (-76.59733 39.28809),,,,,-76.59733,Perkins Homes,211,STREET,1,HANDS
90,139,27935,4E,2017-04-20T00:00:00.000,23:35:00,COMMON ASSAULT,SOUTHEASTERN,O,39.28698,4600 EASTERN AVE,POINT (-76.5571 39.28698),,,,,-76.5571,Greektown,242,STREET,1,HANDS
31,131,27935,6C,2017-09-24T00:00:00.000,19:20:00,LARCENY,SOUTHEASTERN,I,39.27703,3500 BOSTON ST,POINT (-76.56732 39.27703),,,,,-76.56732,Canton Industrial Area,233,CLOTHING/S,1,
241,5,13642,5F,2017-09-22T00:00:00.000,21:00:00,BURGLARY,CENTRAL,I,39.28755,300 W LOMBARD ST,POINT (-76.6195 39.28755),,,,,-76.6195,Downtown West,113,HOTEL/MOTE,1,
65,6,13645,4C,2017-09-19T00:00:00.000,0:00:00,AGG. ASSAULT,CENTRAL,O,39.29067,600 E FAYETTE ST,POINT (-76.60771 39.29067),,,,,-76.60771,Downtown,111,STREET,1,OTHER
145,124,13987,4E,2017-09-25T00:00:00.000,11:00:00,COMMON ASSAULT,EASTERN,I,39.29946,700 N KENWOOD AVE,POINT (-76.57806 39.29946),,,,,-76.57806,Madison-Eastend,323,ROW/TOWNHO,1,HANDS
15,277,26956,3B,2017-09-17T00:00:00.000,4:01:00,ROBBERY - STREET,EASTERN,O,39.3098,1600 EDISON HWY,POINT (-76.57309 39.3098),,,,,-76.57309,Berea,332,STREET,1,
9,119,27935,3AF,2017-09-26T00:00:00.000,21:58:00,ROBBERY - STREET,SOUTHEASTERN,I,39.29387,100 N KENWOOD AVE,POINT (-76.57768 39.29387),,,,,-76.57768,Patterson Park Neighborho,222,ROW/TOWNHO,1,FIREARM
109,129,27935,5B,2017-09-27T00:00:00.000,19:10:00,BURGLARY,SOUTHEASTERN,I,39.28818,300 S BOULDIN ST,POINT (-76.57082 39.28818),,,,,-76.57082,Highlandtown,231,ROW/TOWNHO,1,
30,114,27935,6D,2017-09-26T00:00:00.000,20:30:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28246,800 S GLOVER ST,POINT (-76.57906 39.28246),,,,,-76.57906,Canton,232,STREET,1,
92,258,28564,3AF,2017-04-12T00:00:00.000,23:15:00,ROBBERY - STREET,NORTHERN,O,39.36011,1100 E BELVEDERE AVE,POINT (-76.59706 39.36011),,,,,-76.59706,Glen Oaks,522,STREET,1,FIREARM
8,140,27935,5A,2017-09-25T00:00:00.000,6:48:00,BURGLARY,SOUTHEASTERN,I,39.29125,100 S FAGLEY ST,POINT (-76.56461 39.29125),,,,,-76.56461,Baltimore Highlands,223,ROW/TOWNHO,1,
268,164,27632,4E,2017-09-24T00:00:00.000,13:30:00,COMMON ASSAULT,SOUTHWESTERN,,39.2735,1000 WILMINGTON AVE,POINT (-76.66479 39.2735),,,,,-76.66479,Wilhelm Park,832,,1,HANDS
201,8,13642,4E,2017-09-28T00:00:00.000,8:04:00,COMMON ASSAULT,WESTERN,I,39.29051,800 VINE ST,POINT (-76.63108 39.29051),,,,,-76.63108,Poppleton,712,ROW/TOWNHO,1,HANDS
9,119,27935,3AF,2017-09-25T00:00:00.000,18:09:00,ROBBERY - STREET,SOUTHEASTERN,I,39.29285,0 N POTOMAC ST,POINT (-76.57477 39.29285),,,,,-76.57477,Patterson Park Neighborho,222,ROW/TOWNHO,1,FIREARM
9,119,27935,3AF,2017-09-25T00:00:00.000,18:09:00,ROBBERY - STREET,SOUTHEASTERN,I,39.29285,0 N POTOMAC ST,POINT (-76.57477 39.29285),,,,,-76.57477,Patterson Park Neighborho,222,ROW/TOWNHO,1,FIREARM
103,46,27297,3K,2017-09-24T00:00:00.000,20:20:00,ROBBERY - RESIDENCE,NORTHWESTERN,,39.31854,3000 CARLISLE AVE,POINT (-76.66944 39.31854),,,,,-76.66944,Hanlon-Longwood,641,,1,
103,46,27297,3K,2017-09-24T00:00:00.000,20:20:00,ROBBERY - RESIDENCE,NORTHWESTERN,,39.31854,3000 CARLISLE AVE,POINT (-76.66944 39.31854),,,,,-76.66944,Hanlon-Longwood,641,,1,
100,282,27632,3AO,2017-09-30T00:00:00.000,2:45:00,ROBBERY - STREET,SOUTHWESTERN,O,39.27805,500 HURLEY AVE,POINT (-76.66404 39.27805),,,,,-76.66404,Gwynns Falls,832,STREET,1,OTHER
36,279,27632,4E,2017-09-24T00:00:00.000,4:30:00,COMMON ASSAULT,SOUTHWESTERN,,39.27989,600 S BENTALOU ST,POINT (-76.65165 39.27989),,,,,-76.65165,Carrollton Ridge,841,,1,HANDS
157,39,27297,3AF,2017-09-24T00:00:00.000,11:43:00,ROBBERY - STREET,WESTERN,,39.31071,2000 WHEELER AVE,POINT (-76.65576 39.31071),,,,,-76.65576,Mondawmin,731,,1,FIREARM
70,108,27954,6B,2017-09-24T00:00:00.000,13:44:00,LARCENY,SOUTHEASTERN,O,39.2927,1300 E FAYETTE ST,POINT (-76.59936 39.2927),,,,,-76.59936,Dunbar-Broadway,212,GAS STATIO,1,
65,6,13645,4E,2017-09-20T00:00:00.000,10:00:00,COMMON ASSAULT,CENTRAL,I,39.29061,600 E FAYETTE ST,POINT (-76.6077 39.29061),,,,,-76.6077,Downtown,111,APT/CONDO,1,HANDS
180,100,26956,4E,2017-09-14T00:00:00.000,12:00:00,COMMON ASSAULT,EASTERN,I,39.3044,1200 N CAROLINE ST,POINT (-76.59795 39.3044),,,,,-76.59795,Oliver,343,ROW/TOWNHO,1,HANDS
32,177,27953,4C,2017-09-24T00:00:00.000,18:32:00,AGG. ASSAULT,SOUTHERN,O,39.27567,1700 WASHINGTON BLVD,POINT (-76.64166 39.27567),,,,,-76.64166,Carroll - Camden Industri,941,STREET,1,OTHER
96,71,27295,6J,2017-09-26T00:00:00.000,22:00:00,LARCENY,NORTHWESTERN,I,39.33365,3900 PARK HEIGHTS AVE,POINT (-76.66185 39.33365),,,,,-76.66185,Greenspring,533,ROW/TOWNHO,1,
117,138,27935,4A,2017-09-07T00:00:00.000,2:00:00,AGG. ASSAULT,SOUTHEASTERN,,39.28745,5700 EASTERN AVE,POINT (-76.54757 39.28745),,,,,-76.54757,Hopkins Bayview,241,,1,FIREARM
68,286,27954,6G,2016-11-17T00:00:00.000,13:00:00,LARCENY,SOUTHEASTERN,I,39.28329,700 S BROADWAY ST,POINT (-76.59315 39.28329),,,,,-76.59315,Fells Point,213,OTHER - IN,1,
68,109,27954,6J,2017-09-27T00:00:00.000,12:45:00,LARCENY,SOUTHEASTERN,O,39.28533,500 S BOND ST,POINT (-76.5954 39.28533),,,,,-76.5954,Fells Point,213,STREET,1,
248,206,13991,4E,2017-08-29T00:00:00.000,7:00:00,COMMON ASSAULT,NORTHEASTERN,I,39.33628,4600 LUERSSEN AVE,POINT (-76.5625 39.33628),,,,,-76.5625,Waltherson,426,APT/CONDO,1,HANDS
3,206,27291,3AF,2017-09-26T00:00:00.000,11:57:00,ROBBERY - STREET,NORTHEASTERN,O,39.33295,3500 PARKSIDE DR,POINT (-76.57051 39.33295),,,,,-76.57051,Arcadia,422,STREET,1,FIREARM
225,78,27632,4E,2017-09-25T00:00:00.000,20:01:00,COMMON ASSAULT,SOUTHWESTERN,I,39.28766,2500 W BALTIMORE ST,POINT (-76.65761 39.28766),,,,,-76.65761,Shipley Hill,842,OTHER/RESI,1,HANDS
128,205,14009,3AF,2017-09-28T00:00:00.000,6:45:00,ROBBERY - STREET,NORTHERN,O,39.34629,4700 YORK RD,POINT (-76.60964 39.34629),,,,,-76.60964,Kernewood,521,BUS/AUTO,1,FIREARM
118,56,13995,7A,2017-09-26T00:00:00.000,17:30:00,AUTO THEFT,NORTHWESTERN,O,39.32649,2900 N ROGERS AVE,POINT (-76.70682 39.32649),,,,,-76.70682,Howard Park,622,STREET,1,
9,129,27935,4E,2017-09-02T00:00:00.000,2:14:00,COMMON ASSAULT,SOUTHEASTERN,O,39.29248,BALTIMORE ST & N HIGHLAND AV,POINT (-76.56941 39.29248),,,,,-76.56941,Baltimore Highlands,222,STREET,1,HANDS
146,191,26956,6D,2017-09-30T00:00:00.000,15:30:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.32953,2400 CHESTERFIELD AVE,POINT (-76.57668 39.32953),,,,,-76.57668,Mayfield,431,STREET,1,
221,86,27301,5C,2017-06-26T00:00:00.000,0:30:00,BURGLARY,WESTERN,,39.30035,1000 N MOUNT ST,POINT (-76.64448 39.30035),,,,,-76.64448,Sandtown-Winchester,743,,1,
189,202,13991,4E,2017-09-29T00:00:00.000,16:30:00,COMMON ASSAULT,NORTHEASTERN,O,39.32132,5000 RAINTREE WAY,POINT (-76.55326 39.32132),,,,,-76.55326,Parkside,442,STREET,1,HANDS
125,14,14006,7A,2016-11-13T00:00:00.000,17:30:00,AUTO THEFT,NORTHERN,O,39.32102,2900 SISSON ST,POINT (-76.62691 39.32102),,,,,-76.62691,Jones Falls Area,511,STREET,1,
154,279,27632,6C,2017-09-28T00:00:00.000,11:01:00,LARCENY,SOUTHWESTERN,,39.28343,2400 FREDERICK AVE,POINT (-76.6558 39.28343),,,,,-76.6558,Millhill,841,,1,
197,80,27632,5A,2017-09-22T00:00:00.000,0:01:00,BURGLARY,WESTERN,I,39.29046,2100 W LEXINGTON ST,POINT (-76.65067 39.29046),,,,,-76.65067,Penrose/Fayette Street Ou,714,ROW/TOWNHO,1,
44,160,27307,6E,2017-09-26T00:00:00.000,17:30:00,LARCENY,NORTHERN,O,39.31345,2100 N CHARLES ST,POINT (-76.61667 39.31345),,,,,-76.61667,Charles North,514,STREET,1,
65,5,13642,5A,2017-09-29T00:00:00.000,7:30:00,BURGLARY,CENTRAL,I,39.29301,100 W SARATOGA ST,POINT (-76.61737 39.29301),,,,,-76.61737,Downtown,111,APT/CONDO,1,
105,253,27291,4E,2017-04-17T00:00:00.000,14:20:00,COMMON ASSAULT,NORTHEASTERN,O,39.35663,2300 HAMILTON AVE,POINT (-76.56947 39.35663),,,,,-76.56947,Hamilton Hills,423,STREET,1,HANDS
277,32,27307,3CF,2017-09-23T00:00:00.000,0:07:00,ROBBERY - COMMERCIAL,NORTHERN,O,39.32089,2700 GUILFORD AVE,POINT (-76.61309 39.32089),,,,,-76.61309,Charles Village,512,STREET,1,FIREARM
165,92,13645,5A,2017-09-25T00:00:00.000,5:15:00,BURGLARY,CENTRAL,I,39.29827,0 E BRANCH LN,POINT (-76.61501 39.29827),,,,,-76.61501,Mount Vernon,142,APT/CONDO,1,
36,279,27632,6D,2017-09-25T00:00:00.000,2:00:00,LARCENY FROM AUTO,SOUTHWESTERN,O,39.28052,2200 WILKENS AVE,POINT (-76.65101 39.28052),,,,,-76.65101,Carrollton Ridge,841,STREET,1,
201,4,13642,6J,2016-11-15T00:00:00.000,3:00:00,LARCENY,CENTRAL,O,39.29271,700 W SARATOGA ST,POINT (-76.62858 39.29271),,,,,-76.62858,Poppleton,122,STREET,1,
92,270,28564,5B,2017-09-29T00:00:00.000,23:30:00,BURGLARY,NORTHERN,,39.3676,6100 EDLYNNE RD,POINT (-76.59427 39.3676),,,,,-76.59427,Glen Oaks,522,,1,
84,79,27632,5D,2017-09-30T00:00:00.000,15:30:00,BURGLARY,WESTERN,O,39.28905,0 N FULTON AVE,POINT (-76.64529 39.28905),,,,,-76.64529,Franklin Square,711,SHED/GARAG,1,
196,105,13645,4E,2016-10-31T00:00:00.000,15:25:00,COMMON ASSAULT,EASTERN,O,39.29779,400 MONUMENT ST,POINT (-76.6103 39.29779),,,,,-76.6103,Penn-Fallsway,312,STREET,1,HANDS
198,111,27954,4E,2017-09-24T00:00:00.000,3:00:00,COMMON ASSAULT,SOUTHEASTERN,I,39.28881,200 MASON CT,POINT (-76.59597 39.28881),,,,,-76.59597,Perkins Homes,211,ROW/TOWNHO,1,HANDS
67,175,27953,4E,2017-09-16T00:00:00.000,1:56:00,COMMON ASSAULT,SOUTHERN,O,39.27885,900 LIGHT ST,POINT (-76.61264 39.27885),,,,,-76.61264,Federal Hill,942,STREET,1,HANDS
64,228,28564,5D,2017-09-27T00:00:00.000,7:00:00,BURGLARY,NORTHEASTERN,I,39.35699,5400 LOCH RAVEN BLVD,POINT (-76.58959 39.35699),,,,,-76.58959,Loch Raven,415,SCHOOL,1,
271,257,14009,3P,2017-09-12T00:00:00.000,16:25:00,ROBBERY - STREET,NORTHERN,O,39.36407,5900 YORK RD,POINT (-76.60992 39.36407),,,,,-76.60992,Belvedere,523,STREET,1,
250,177,27953,6J,2017-09-27T00:00:00.000,11:00:00,LARCENY,SOUTHERN,O,39.27867,1400 WARD ST,POINT (-76.63681 39.27867),,,,,-76.63681,Washington Village/Pigtow,932,YARD,1,
179,106,13645,4C,2017-09-24T00:00:00.000,23:20:00,AGG. ASSAULT,EASTERN,O,39.30018,AV & AISQUITH ST,POINT (-76.60199 39.30018),,,,,-76.60199,Oldtown,312,STREET,1,OTHER
31,131,27935,6C,2017-09-30T00:00:00.000,20:10:00,LARCENY,SOUTHEASTERN,I,39.27703,3500 BOSTON ST,POINT (-76.56732 39.27703),,,,,-76.56732,Canton Industrial Area,233,CLOTHING/S,1,
65,6,13642,3AF,2017-09-16T00:00:00.000,4:00:00,ROBBERY - STREET,CENTRAL,O,39.29364,300 CATHEDRAL ST,POINT (-76.61674 39.29364),,,,,-76.61674,Downtown,111,STREET,1,FIREARM
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
166,82,27297,4E,2017-09-29T00:00:00.000,16:00:00,COMMON ASSAULT,SOUTHWESTERN,,39.30548,1500 POPLAR GROVE ST,POINT (-76.66552 39.30548),,,,,-76.66552,Northwest Community Actio,813,,1,HANDS
73,157,27307,6D,2017-09-30T00:00:00.000,8:30:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.31822,25TH ST & ST ANNS AV,POINT (-76.6067 39.31822),,,,,-76.6067,East Baltimore Midway,342,STREET,1,
110,108,13645,6C,2017-09-26T00:00:00.000,6:40:00,LARCENY,EASTERN,I,39.29317,200 N GAY ST,POINT (-76.60812 39.29317),,,,,-76.60812,Jonestown,211,CONVENIENC,1,
47,146,27937,3K,2017-09-19T00:00:00.000,17:00:00,ROBBERY - RESIDENCE,SOUTHERN,I,39.24863,600 CHERRYCREST RD,POINT (-76.62135 39.24863),,,,,-76.62135,Cherry Hill,922,APT/CONDO,1,
201,8,27632,4E,2017-09-29T00:00:00.000,18:40:00,COMMON ASSAULT,WESTERN,,39.28997,900 W FAYETTE ST,POINT (-76.63276 39.28997),,,,,-76.63276,Poppleton,712,,1,HANDS
240,287,27954,5A,2017-09-25T00:00:00.000,7:45:00,BURGLARY,SOUTHEASTERN,I,39.28942,PRATT ST & S WASHINGTON ST,POINT (-76.58903 39.28942),,,,,-76.58903,Upper Fells Point,212,ROW/TOWNHO,1,
70,121,27954,4E,2017-09-27T00:00:00.000,6:10:00,COMMON ASSAULT,EASTERN,,39.29529,1800 ORLEANS ST,POINT (-76.59129 39.29529),,,,,-76.59129,Dunbar-Broadway,321,,1,HANDS
36,279,27632,5A,2017-09-25T00:00:00.000,13:00:00,BURGLARY,SOUTHERN,O,39.28161,2000 WILKENS AVE,POINT (-76.64823 39.28161),,,,,-76.64823,Carrollton Ridge,934,STREET,1,
231,280,27950,5D,2017-09-30T00:00:00.000,9:00:00,BURGLARY,SOUTHWESTERN,I,39.28745,400 N CHAPELGATE LN,POINT (-76.70058 39.28745),,,,,-76.70058,Ten Hills,823,GARAGE ON,1,
253,58,27297,8H,2017-09-27T00:00:00.000,20:15:00,ARSON,NORTHWESTERN,O,39.31892,4500 FAIRFAX RD,POINT (-76.69077 39.31892),,,,,-76.69077,West Forest Park,641,STREET,1,
54,159,27307,8BO,2017-09-25T00:00:00.000,18:06:00,ARSON,NORTHEASTERN,I,39.32207,1500 GORSUCH AVE,POINT (-76.59595 39.32207),,,,,-76.59595,Coldstream Homestead Mont,411,ROW/TOWNHO,1,
17,130,27935,6D,2017-09-23T00:00:00.000,18:00:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28345,0 S DEAN ST,POINT (-76.56601 39.28345),,,,,-76.56601,Brewers Hill,233,STREET,1,
194,1,27953,5A,2017-09-30T00:00:00.000,5:19:00,BURGLARY,SOUTHERN,,39.28566,700 DOVER ST,POINT (-76.62633 39.28566),,,,,-76.62633,Ridgely's Delight,941,,1,
66,99,27301,6G,2017-09-25T00:00:00.000,21:00:00,LARCENY,CENTRAL,O,39.30609,500 ROBERT ST,POINT (-76.63526 39.30609),,,,,-76.63526,Druid Heights,131,STREET,1,
85,57,13995,7A,2017-09-29T00:00:00.000,13:00:00,AUTO THEFT,SOUTHWESTERN,I,39.30983,2000 N FOREST PARK AVE,POINT (-76.70779 39.30983),,,,,-76.70779,Franklintown,821,ROW/TOWNHO,1,
96,70,27295,4E,2017-09-25T00:00:00.000,23:30:00,COMMON ASSAULT,NORTHERN,O,39.33923,2600 LOYOLA NORTHWAY,POINT (-76.66258 39.33923),,,,,-76.66258,Greenspring,533,STREET,1,HANDS
242,101,27301,4A,2016-11-15T00:00:00.000,8:00:00,AGG. ASSAULT,CENTRAL,O,39.30058,1400 Argyle,POINT (-76.63282 39.30058),,,,,-76.63282,Upton,123,STREET,1,FIREARM
86,83,27297,7C,2016-11-16T00:00:00.000,12:00:00,AUTO THEFT,SOUTHWESTERN,O,39.3002,2900 RIGGS AVE,POINT (-76.66603 39.3002),,,,,-76.66603,Franklintown Road,814,STREET,1,
43,239,27295,6D,2017-09-23T00:00:00.000,19:00:00,LARCENY FROM AUTO,NORTHWESTERN,,39.34466,3500 MANCHESTER AVE,POINT (-76.67561 39.34466),,,,,-76.67561,Central Park Heights,614,,1,
275,112,26956,3P,2017-09-21T00:00:00.000,18:00:00,ROBBERY - STREET,NORTHEASTERN,I,39.3227,3100 BRENDAN AVE,POINT (-76.57037 39.3227),,,,,-76.57037,Belair-Edison,432,ROW/TOWNHO,1,
250,177,27953,5A,2017-09-24T00:00:00.000,0:01:00,BURGLARY,SOUTHERN,I,39.28271,1100 WASHINGTON BLVD,POINT (-76.63281 39.28271),,,,,-76.63281,Washington Village/Pigtow,932,ROW/TOWNHO,1,
174,266,27957,6D,2017-09-29T00:00:00.000,18:00:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.36213,3400 CHESLEY AVE,POINT (-76.54018 39.36213),,,,,-76.54018,North Harford Road,424,STREET,1,
261,217,14009,6D,2017-09-25T00:00:00.000,23:00:00,LARCENY FROM AUTO,NORTHERN,O,39.3501,500 WINSTON AVE,POINT (-76.60851 39.3501),,,,,-76.60851,Winston-Govans,524,STREET,1,
221,86,27301,4E,2017-09-25T00:00:00.000,12:30:00,COMMON ASSAULT,WESTERN,,39.29954,900 N MOUNT ST,POINT (-76.64437 39.29954),,,,,-76.64437,Sandtown-Winchester,743,,1,HANDS
31,131,27935,4E,2017-07-28T00:00:00.000,18:10:00,COMMON ASSAULT,SOUTHEASTERN,I,39.27709,3600 BOSTON ST,POINT (-76.56579 39.27709),,,,,-76.56579,Canton Industrial Area,233,RETAIL/SMA,1,HANDS
21,99,27301,3AF,2017-09-12T00:00:00.000,2:20:00,ROBBERY - STREET,CENTRAL,O,39.30899,300 ROBERT ST,POINT (-76.63134 39.30899),,,,,-76.63134,Bolton Hill,132,STREET,1,FIREARM
46,200,13991,6D,2017-09-23T00:00:00.000,19:00:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.31889,5500 Bowleys Ln,POINT (-76.55158 39.31889),,,,,-76.55158,Frankford,443,PARKING LO,1,
26,132,27937,6D,2017-09-06T00:00:00.000,0:00:00,LARCENY FROM AUTO,SOUTHERN,O,39.23155,800 JACK ST,POINT (-76.60044 39.23155),,,,,-76.60044,Brooklyn,913,STREET,1,
